"un_country"	"year"	"source"	"n"
"2925"	"new zealand"	2016	"MEETUP"	208
"2926"	"new zealand"	2016	"TED"	14
"2927"	"new zealand"	2017	"ART_EDUCATION"	1
"2928"	"new zealand"	2017	"BEHANCE"	521
"2929"	"new zealand"	2017	"EFLUX"	3
"2930"	"new zealand"	2017	"MEETUP"	121
"2931"	"new zealand"	2017	"TED"	14
"2932"	"new zealand"	2018	"BEHANCE"	496
"2933"	"new zealand"	2018	"EFLUX"	3
"2934"	"new zealand"	2018	"MEETUP"	97
"2935"	"new zealand"	2018	"TED"	15
"2936"	"new zealand"	2019	"BEHANCE"	101
"2937"	"new zealand"	2019	"MEETUP"	8
"2938"	"new zealand"	2019	"TED"	7
"2939"	"nicaragua"	2009	"BEHANCE"	3
"2940"	"nicaragua"	2010	"BEHANCE"	2
"2941"	"nicaragua"	2011	"BEHANCE"	11
"2942"	"nicaragua"	2012	"BEHANCE"	34
"2943"	"nicaragua"	2012	"TED"	1
"2944"	"nicaragua"	2013	"BEHANCE"	45
"2945"	"nicaragua"	2013	"TED"	1
"2946"	"nicaragua"	2014	"BEHANCE"	40
"2947"	"nicaragua"	2014	"TED"	1
"2948"	"nicaragua"	2015	"BEHANCE"	17
"2949"	"nicaragua"	2015	"TED"	1
"2950"	"nicaragua"	2016	"BEHANCE"	16
"2951"	"nicaragua"	2016	"MEETUP"	14
"2952"	"nicaragua"	2016	"TED"	3
"2953"	"nicaragua"	2017	"BEHANCE"	38
"2954"	"nicaragua"	2017	"MEETUP"	31
"2955"	"nicaragua"	2017	"TED"	2
"2956"	"nicaragua"	2018	"BEHANCE"	23
"2957"	"nicaragua"	2018	"MEETUP"	31
"2958"	"nicaragua"	2018	"TED"	1
"2959"	"nicaragua"	2019	"MEETUP"	8
"2960"	"nicaragua"	2019	"TED"	1
"2961"	"nigeria"	2007	"MEETUP"	13
"2962"	"nigeria"	2008	"MEETUP"	12
"2963"	"nigeria"	2009	"BEHANCE"	5
"2964"	"nigeria"	2009	"MEETUP"	12
"2965"	"nigeria"	2010	"BEHANCE"	17
"2966"	"nigeria"	2010	"EFLUX"	2
"2967"	"nigeria"	2010	"MEETUP"	12
"2968"	"nigeria"	2010	"TED"	6
"2969"	"nigeria"	2011	"ART_EDUCATION"	1
"2970"	"nigeria"	2011	"BEHANCE"	14
"2971"	"nigeria"	2011	"EFLUX"	1
"2972"	"nigeria"	2011	"MEETUP"	6
"2973"	"nigeria"	2011	"TED"	4
"2974"	"nigeria"	2012	"ART_EDUCATION"	1
"2975"	"nigeria"	2012	"BEHANCE"	23
"2976"	"nigeria"	2012	"EFLUX"	8
"2977"	"nigeria"	2012	"MEETUP"	11
"2978"	"nigeria"	2012	"TED"	13
"2979"	"nigeria"	2013	"BEHANCE"	47
"2980"	"nigeria"	2013	"EFLUX"	8
"2981"	"nigeria"	2013	"MEETUP"	3
"2982"	"nigeria"	2013	"TED"	17
"2983"	"nigeria"	2014	"ART_EDUCATION"	1
"2984"	"nigeria"	2014	"BEHANCE"	43
"2985"	"nigeria"	2014	"EFLUX"	9
"2986"	"nigeria"	2014	"MEETUP"	7
"2987"	"nigeria"	2014	"TED"	12
"2988"	"nigeria"	2015	"ART_EDUCATION"	1
"2989"	"nigeria"	2015	"BEHANCE"	14
"2990"	"nigeria"	2015	"EFLUX"	3
"2991"	"nigeria"	2015	"MEETUP"	47
"2992"	"nigeria"	2015	"TED"	15
"2993"	"nigeria"	2016	"BEHANCE"	11
"2994"	"nigeria"	2016	"EFLUX"	4
"2995"	"nigeria"	2016	"MEETUP"	215
"2996"	"nigeria"	2016	"TED"	17
"2997"	"nigeria"	2017	"BEHANCE"	31
"2998"	"nigeria"	2017	"EFLUX"	5
"2999"	"nigeria"	2017	"MEETUP"	324
"3000"	"nigeria"	2017	"TED"	30
"3001"	"nigeria"	2018	"BEHANCE"	61
"3002"	"nigeria"	2018	"EFLUX"	3
"3003"	"nigeria"	2018	"MEETUP"	485
"3004"	"nigeria"	2018	"TED"	42
"3005"	"nigeria"	2019	"BEHANCE"	8
"3006"	"nigeria"	2019	"MEETUP"	72
"3007"	"nigeria"	2019	"TED"	16
"3008"	"north korea"	2013	"BEHANCE"	11
"3009"	"north korea"	2014	"BEHANCE"	15
"3010"	"north korea"	2015	"BEHANCE"	11
"3011"	"north korea"	2016	"BEHANCE"	7
"3012"	"north korea"	2017	"BEHANCE"	4
"3013"	"north macedonia"	2008	"BEHANCE"	7
"3014"	"north macedonia"	2009	"BEHANCE"	27
"3015"	"north macedonia"	2010	"BEHANCE"	16
"3016"	"north macedonia"	2010	"TED"	1
"3017"	"north macedonia"	2011	"BEHANCE"	25
"3018"	"north macedonia"	2012	"BEHANCE"	41
"3019"	"north macedonia"	2013	"BEHANCE"	78
"3020"	"north macedonia"	2014	"BEHANCE"	96
"3021"	"north macedonia"	2015	"BEHANCE"	114
"3022"	"north macedonia"	2015	"MEETUP"	1
"3023"	"north macedonia"	2015	"TED"	7
"3024"	"north macedonia"	2016	"BEHANCE"	74
"3025"	"north macedonia"	2016	"TED"	7
"3026"	"north macedonia"	2016	"TIMEPAD"	3
"3027"	"north macedonia"	2017	"BEHANCE"	106
"3028"	"north macedonia"	2017	"TED"	8
"3029"	"north macedonia"	2018	"BEHANCE"	72
"3030"	"north macedonia"	2018	"TED"	3
"3031"	"north macedonia"	2018	"TIMEPAD"	2
"3032"	"north macedonia"	2019	"BEHANCE"	32
"3033"	"norway"	2007	"BEHANCE"	9
"3034"	"norway"	2008	"BEHANCE"	107
"3035"	"norway"	2009	"BEHANCE"	327
"3036"	"norway"	2010	"ART_EDUCATION"	8
"3037"	"norway"	2010	"BEHANCE"	474
"3038"	"norway"	2010	"EFLUX"	3
"3039"	"norway"	2010	"TED"	2
"3040"	"norway"	2011	"ART_EDUCATION"	5
"3041"	"norway"	2011	"BEHANCE"	526
"3042"	"norway"	2011	"EFLUX"	7
"3043"	"norway"	2011	"MEETUP"	13
"3044"	"norway"	2011	"TED"	11
"3045"	"norway"	2012	"ART_EDUCATION"	2
"3046"	"norway"	2012	"BEHANCE"	865
"3047"	"norway"	2012	"EFLUX"	5
"3048"	"norway"	2012	"MEETUP"	19
"3049"	"norway"	2012	"TED"	15
"3050"	"norway"	2013	"ART_EDUCATION"	3
"3051"	"norway"	2013	"BEHANCE"	1200
"3052"	"norway"	2013	"EFLUX"	8
"3053"	"norway"	2013	"MEETUP"	45
"3054"	"norway"	2013	"TED"	18
"3055"	"norway"	2014	"ART_EDUCATION"	2
"3056"	"norway"	2014	"BEHANCE"	1309
"3057"	"norway"	2014	"EFLUX"	17
"3058"	"norway"	2014	"MEETUP"	76
"3059"	"norway"	2014	"TED"	10
"3060"	"norway"	2015	"ART_EDUCATION"	4
"3061"	"norway"	2015	"BEHANCE"	895
"3062"	"norway"	2015	"EFLUX"	19
"3063"	"norway"	2015	"MEETUP"	189
"3064"	"norway"	2015	"TED"	8
"3065"	"norway"	2016	"ART_EDUCATION"	4
"3066"	"norway"	2016	"BEHANCE"	782
"3067"	"norway"	2016	"EFLUX"	7
"3068"	"norway"	2016	"MEETUP"	83
"3069"	"norway"	2016	"TED"	8
"3070"	"norway"	2017	"ART_EDUCATION"	4
"3071"	"norway"	2017	"BEHANCE"	596
"3072"	"norway"	2017	"EFLUX"	16
"3073"	"norway"	2017	"MEETUP"	74
"3074"	"norway"	2017	"TED"	14
"3075"	"norway"	2018	"BEHANCE"	664
"3076"	"norway"	2018	"EFLUX"	15
"3077"	"norway"	2018	"MEETUP"	80
"3078"	"norway"	2018	"TED"	10
"3079"	"norway"	2018	"TIMEPAD"	1
"3080"	"norway"	2019	"BEHANCE"	132
"3081"	"norway"	2019	"MEETUP"	13
"3082"	"norway"	2019	"TED"	4
"3083"	"oman"	2011	"BEHANCE"	13
"3084"	"oman"	2011	"TED"	1
"3085"	"oman"	2012	"BEHANCE"	13
"3086"	"oman"	2012	"TED"	2
"3087"	"oman"	2013	"BEHANCE"	18
"3088"	"oman"	2013	"MEETUP"	2
"3089"	"oman"	2013	"TED"	2
"3090"	"oman"	2014	"BEHANCE"	26
"3091"	"oman"	2014	"MEETUP"	5
"3092"	"oman"	2015	"BEHANCE"	30
"3093"	"oman"	2015	"MEETUP"	17
"3094"	"oman"	2016	"BEHANCE"	32
"3095"	"oman"	2016	"MEETUP"	27
"3096"	"oman"	2016	"TED"	4
"3097"	"oman"	2017	"BEHANCE"	58
"3098"	"oman"	2017	"MEETUP"	31
"3099"	"oman"	2017	"TED"	4
"3100"	"oman"	2018	"BEHANCE"	56
"3101"	"oman"	2018	"MEETUP"	56
"3102"	"oman"	2018	"TED"	6
"3103"	"oman"	2019	"BEHANCE"	11
"3104"	"oman"	2019	"MEETUP"	36
"3105"	"oman"	2019	"TED"	3
"3106"	"pakistan"	2008	"BEHANCE"	5
"3107"	"pakistan"	2009	"BEHANCE"	2
"3108"	"pakistan"	2009	"TED"	4
"3109"	"pakistan"	2010	"BEHANCE"	10
"3110"	"pakistan"	2010	"TED"	9
"3111"	"pakistan"	2011	"BEHANCE"	29
"3112"	"pakistan"	2011	"TED"	18
"3113"	"pakistan"	2012	"BEHANCE"	187
"3114"	"pakistan"	2012	"MEETUP"	2
"3115"	"pakistan"	2012	"TED"	35
"3116"	"pakistan"	2013	"ART_EDUCATION"	1
"3117"	"pakistan"	2013	"BEHANCE"	292
"3118"	"pakistan"	2013	"EFLUX"	1
"3119"	"pakistan"	2013	"MEETUP"	3
"3120"	"pakistan"	2013	"TED"	41
"3121"	"pakistan"	2014	"BEHANCE"	407
"3122"	"pakistan"	2014	"MEETUP"	3
"3123"	"pakistan"	2014	"TED"	24
"3124"	"pakistan"	2015	"BEHANCE"	258
"3125"	"pakistan"	2015	"EFLUX"	1
"3126"	"pakistan"	2015	"MEETUP"	33
"3127"	"pakistan"	2015	"TED"	14
"3128"	"pakistan"	2016	"BEHANCE"	201
"3129"	"pakistan"	2016	"EFLUX"	1
"3130"	"pakistan"	2016	"MEETUP"	69
"3131"	"pakistan"	2016	"TED"	29
"3132"	"pakistan"	2017	"BEHANCE"	189
"3133"	"pakistan"	2017	"MEETUP"	96
"3134"	"pakistan"	2017	"TED"	26
"3135"	"pakistan"	2018	"BEHANCE"	159
"3136"	"pakistan"	2018	"EFLUX"	2
"3137"	"pakistan"	2018	"MEETUP"	136
"3138"	"pakistan"	2018	"TED"	31
"3139"	"pakistan"	2019	"BEHANCE"	42
"3140"	"pakistan"	2019	"MEETUP"	22
"3141"	"pakistan"	2019	"TED"	13
"3142"	"panama"	2009	"BEHANCE"	4
"3143"	"panama"	2011	"ART_EDUCATION"	1
"3144"	"panama"	2011	"TED"	2
"3145"	"panama"	2012	"BEHANCE"	5
"3146"	"panama"	2012	"MEETUP"	1
"3147"	"panama"	2012	"TED"	2
"3148"	"panama"	2013	"BEHANCE"	19
"3149"	"panama"	2013	"TED"	2
"3150"	"panama"	2014	"BEHANCE"	9
"3151"	"panama"	2014	"MEETUP"	1
"3152"	"panama"	2014	"TED"	5
"3153"	"panama"	2015	"BEHANCE"	5
"3154"	"panama"	2015	"MEETUP"	1
"3155"	"panama"	2015	"TED"	3
"3156"	"panama"	2016	"TED"	2
"3157"	"panama"	2017	"TED"	3
"3158"	"panama"	2018	"BEHANCE"	24
"3159"	"panama"	2018	"MEETUP"	1
"3160"	"panama"	2018	"TED"	2
"3161"	"panama"	2019	"TED"	1
"3162"	"papua new guinea"	2015	"TED"	1
"3163"	"paraguay"	2009	"BEHANCE"	18
"3164"	"paraguay"	2010	"BEHANCE"	28
"3165"	"paraguay"	2011	"BEHANCE"	19
"3166"	"paraguay"	2012	"BEHANCE"	19
"3167"	"paraguay"	2012	"TED"	1
"3168"	"paraguay"	2013	"BEHANCE"	24
"3169"	"paraguay"	2014	"BEHANCE"	70
"3170"	"paraguay"	2015	"BEHANCE"	39
"3171"	"paraguay"	2016	"BEHANCE"	45
"3172"	"paraguay"	2016	"TED"	1
"3173"	"paraguay"	2017	"BEHANCE"	23
"3174"	"paraguay"	2018	"BEHANCE"	17
"3175"	"paraguay"	2018	"TED"	1
"3176"	"peru"	2007	"MEETUP"	1
"3177"	"peru"	2008	"BEHANCE"	5
"3178"	"peru"	2009	"BEHANCE"	36
"3179"	"peru"	2009	"MEETUP"	1
"3180"	"peru"	2009	"TED"	1
"3181"	"peru"	2010	"BEHANCE"	97
"3182"	"peru"	2010	"EFLUX"	5
"3183"	"peru"	2010	"MEETUP"	2
"3184"	"peru"	2010	"TED"	2
"3185"	"peru"	2011	"BEHANCE"	140
"3186"	"peru"	2011	"EFLUX"	7
"3187"	"peru"	2011	"MEETUP"	1
"3188"	"peru"	2011	"TED"	1
"3189"	"peru"	2012	"ART_EDUCATION"	1
"3190"	"peru"	2012	"BEHANCE"	366
"3191"	"peru"	2012	"EFLUX"	7
"3192"	"peru"	2012	"MEETUP"	4
"3193"	"peru"	2012	"TED"	4
"3194"	"peru"	2013	"BEHANCE"	505
"3195"	"peru"	2013	"EFLUX"	6
"3196"	"peru"	2013	"MEETUP"	2
"3197"	"peru"	2013	"TED"	2
"3198"	"peru"	2014	"BEHANCE"	538
"3199"	"peru"	2014	"EFLUX"	8
"3200"	"peru"	2014	"TED"	1
"3201"	"peru"	2015	"BEHANCE"	471
"3202"	"peru"	2015	"EFLUX"	8
"3203"	"peru"	2015	"MEETUP"	6
"3204"	"peru"	2015	"TED"	9
"3205"	"peru"	2016	"BEHANCE"	426
"3206"	"peru"	2016	"EFLUX"	6
"3207"	"peru"	2016	"MEETUP"	14
"3208"	"peru"	2016	"TED"	7
"3209"	"peru"	2017	"BEHANCE"	415
"3210"	"peru"	2017	"MEETUP"	34
"3211"	"peru"	2017	"TED"	6
"3212"	"peru"	2018	"BEHANCE"	419
"3213"	"peru"	2018	"MEETUP"	8
"3214"	"peru"	2018	"TED"	8
"3215"	"peru"	2019	"BEHANCE"	72
"3216"	"peru"	2019	"MEETUP"	2
"3217"	"peru"	2019	"TED"	1
"3218"	"philippines"	2004	"MEETUP"	3
"3219"	"philippines"	2005	"MEETUP"	13
"3220"	"philippines"	2006	"MEETUP"	12
"3221"	"philippines"	2007	"BEHANCE"	2
"3222"	"philippines"	2007	"MEETUP"	13
"3223"	"philippines"	2008	"BEHANCE"	54
"3224"	"philippines"	2008	"MEETUP"	7
"3225"	"philippines"	2009	"BEHANCE"	81
"3226"	"philippines"	2009	"MEETUP"	3
"3227"	"philippines"	2009	"TED"	5
"3228"	"philippines"	2010	"BEHANCE"	114
"3229"	"philippines"	2010	"MEETUP"	19
"3230"	"philippines"	2010	"TED"	3
"3231"	"philippines"	2011	"BEHANCE"	254
"3232"	"philippines"	2011	"EFLUX"	1
"3233"	"philippines"	2011	"MEETUP"	8
"3234"	"philippines"	2011	"TED"	3
"3235"	"philippines"	2012	"BEHANCE"	477
"3236"	"philippines"	2012	"EFLUX"	2
"3237"	"philippines"	2012	"MEETUP"	2
"3238"	"philippines"	2012	"TED"	7
"3239"	"philippines"	2013	"BEHANCE"	876
"3240"	"philippines"	2013	"MEETUP"	65
"3241"	"philippines"	2013	"TED"	7
"3242"	"philippines"	2014	"BEHANCE"	915
"3243"	"philippines"	2014	"MEETUP"	338
"3244"	"philippines"	2014	"TED"	7
"3245"	"philippines"	2015	"ART_EDUCATION"	1
"3246"	"philippines"	2015	"BEHANCE"	696
"3247"	"philippines"	2015	"MEETUP"	611
"3248"	"philippines"	2015	"TED"	28
"3249"	"philippines"	2016	"ART_EDUCATION"	2
"3250"	"philippines"	2016	"BEHANCE"	692
"3251"	"philippines"	2016	"EFLUX"	2
"3252"	"philippines"	2016	"MEETUP"	869
"3253"	"philippines"	2016	"TED"	19
"3254"	"philippines"	2017	"BEHANCE"	661
"3255"	"philippines"	2017	"EFLUX"	2
"3256"	"philippines"	2017	"MEETUP"	1233
"3257"	"philippines"	2017	"TED"	19
"3258"	"philippines"	2018	"ART_EDUCATION"	1
"3259"	"philippines"	2018	"BEHANCE"	499
"3260"	"philippines"	2018	"EFLUX"	4
"3261"	"philippines"	2018	"MEETUP"	1305
"3262"	"philippines"	2018	"TED"	19
"3263"	"philippines"	2019	"BEHANCE"	86
"3264"	"philippines"	2019	"MEETUP"	211
"3265"	"philippines"	2019	"TED"	7
"3266"	"poland"	2007	"BEHANCE"	27
"3267"	"poland"	2008	"BEHANCE"	176
"3268"	"poland"	2009	"BEHANCE"	629
"3269"	"poland"	2010	"BEHANCE"	940
"3270"	"poland"	2010	"EFLUX"	16
"3271"	"poland"	2010	"TED"	5
"3272"	"poland"	2011	"BEHANCE"	1506
"3273"	"poland"	2011	"EFLUX"	5
"3274"	"poland"	2011	"MEETUP"	16
"3275"	"poland"	2011	"TED"	14
"3276"	"poland"	2012	"BEHANCE"	2936
"3277"	"poland"	2012	"EFLUX"	7
"3278"	"poland"	2012	"MEETUP"	19
"3279"	"poland"	2012	"TED"	29
"3280"	"poland"	2013	"BEHANCE"	4644
"3281"	"poland"	2013	"EFLUX"	10
"3282"	"poland"	2013	"MEETUP"	132
"3283"	"poland"	2013	"TED"	52
"3284"	"poland"	2014	"BEHANCE"	5461
"3285"	"poland"	2014	"EFLUX"	8
"3286"	"poland"	2014	"MEETUP"	231
"3287"	"poland"	2014	"TED"	57
"3288"	"poland"	2015	"BEHANCE"	4882
"3289"	"poland"	2015	"EFLUX"	7
"3290"	"poland"	2015	"MEETUP"	426
"3291"	"poland"	2015	"TED"	44
"3292"	"poland"	2016	"BEHANCE"	5025
"3293"	"poland"	2016	"EFLUX"	3
"3294"	"poland"	2016	"MEETUP"	743
"3295"	"poland"	2016	"TED"	60
"3296"	"poland"	2017	"ART_EDUCATION"	1
"3297"	"poland"	2017	"BEHANCE"	4975
"3298"	"poland"	2017	"EFLUX"	4
"3299"	"poland"	2017	"MEETUP"	922
"3300"	"poland"	2017	"TED"	37
"3301"	"poland"	2018	"BEHANCE"	4800
"3302"	"poland"	2018	"EFLUX"	7
"3303"	"poland"	2018	"MEETUP"	967
"3304"	"poland"	2018	"TED"	44
"3305"	"poland"	2018	"TIMEPAD"	2
"3306"	"poland"	2019	"BEHANCE"	836
"3307"	"poland"	2019	"MEETUP"	156
"3308"	"poland"	2019	"TED"	13
"3309"	"portugal"	2007	"BEHANCE"	21
"3310"	"portugal"	2008	"BEHANCE"	174
"3311"	"portugal"	2009	"BEHANCE"	465
"3312"	"portugal"	2009	"TED"	3
"3313"	"portugal"	2010	"ART_EDUCATION"	1
"3314"	"portugal"	2010	"BEHANCE"	1084
"3315"	"portugal"	2010	"EFLUX"	2
"3316"	"portugal"	2010	"TED"	9
"3317"	"portugal"	2011	"BEHANCE"	1852
"3318"	"portugal"	2011	"EFLUX"	2
"3319"	"portugal"	2011	"MEETUP"	20
"3320"	"portugal"	2011	"TED"	14
"3321"	"portugal"	2012	"BEHANCE"	2994
"3322"	"portugal"	2012	"EFLUX"	4
"3323"	"portugal"	2012	"MEETUP"	147
"3324"	"portugal"	2012	"TED"	34
"3325"	"portugal"	2013	"BEHANCE"	3844
"3326"	"portugal"	2013	"EFLUX"	2
"3327"	"portugal"	2013	"MEETUP"	96
"3328"	"portugal"	2013	"TED"	28
"3329"	"portugal"	2014	"BEHANCE"	3360
"3330"	"portugal"	2014	"EFLUX"	1
"3331"	"portugal"	2014	"MEETUP"	67
"3332"	"portugal"	2014	"TED"	19
"3333"	"portugal"	2015	"BEHANCE"	2503
"3334"	"portugal"	2015	"EFLUX"	2
"3335"	"portugal"	2015	"MEETUP"	132
"3336"	"portugal"	2015	"TED"	19
"3337"	"portugal"	2016	"BEHANCE"	2666
"3338"	"portugal"	2016	"EFLUX"	6
"3339"	"portugal"	2016	"MEETUP"	169
"3340"	"portugal"	2016	"TED"	24
"3341"	"portugal"	2017	"ART_EDUCATION"	1
"3342"	"portugal"	2017	"BEHANCE"	2282
"3343"	"portugal"	2017	"EFLUX"	2
"3344"	"portugal"	2017	"MEETUP"	290
"3345"	"portugal"	2017	"TED"	21
"3346"	"portugal"	2018	"BEHANCE"	2190
"3347"	"portugal"	2018	"EFLUX"	5
"3348"	"portugal"	2018	"MEETUP"	709
"3349"	"portugal"	2018	"TED"	23
"3350"	"portugal"	2019	"BEHANCE"	347
"3351"	"portugal"	2019	"MEETUP"	132
"3352"	"portugal"	2019	"TED"	12
"3353"	"qatar"	2009	"BEHANCE"	24
"3354"	"qatar"	2009	"TED"	1
"3355"	"qatar"	2010	"BEHANCE"	33
"3356"	"qatar"	2010	"TED"	2
"3357"	"qatar"	2011	"BEHANCE"	3
"3358"	"qatar"	2011	"EFLUX"	1
"3359"	"qatar"	2011	"TED"	2
"3360"	"qatar"	2012	"BEHANCE"	54
"3361"	"qatar"	2012	"EFLUX"	1
"3362"	"qatar"	2012	"MEETUP"	17
"3363"	"qatar"	2012	"TED"	4
"3364"	"qatar"	2013	"BEHANCE"	91
"3365"	"qatar"	2013	"MEETUP"	69
"3366"	"qatar"	2014	"ART_EDUCATION"	1
"3367"	"qatar"	2014	"BEHANCE"	121
"3368"	"qatar"	2014	"EFLUX"	5
"3369"	"qatar"	2014	"MEETUP"	135
"3370"	"qatar"	2014	"TED"	3
"3371"	"qatar"	2015	"BEHANCE"	46
"3372"	"qatar"	2015	"MEETUP"	173
"3373"	"qatar"	2015	"TED"	4
"3374"	"qatar"	2016	"BEHANCE"	55
"3375"	"qatar"	2016	"EFLUX"	1
"3376"	"qatar"	2016	"MEETUP"	260
"3377"	"qatar"	2016	"TED"	3
"3378"	"qatar"	2017	"BEHANCE"	71
"3379"	"qatar"	2017	"MEETUP"	634
"3380"	"qatar"	2017	"TED"	2
"3381"	"qatar"	2018	"ART_EDUCATION"	2
"3382"	"qatar"	2018	"BEHANCE"	83
"3383"	"qatar"	2018	"MEETUP"	674
"3384"	"qatar"	2018	"TED"	9
"3385"	"qatar"	2019	"BEHANCE"	7
"3386"	"qatar"	2019	"MEETUP"	126
"3387"	"qatar"	2019	"TED"	4
"3388"	"qatar"	2019	"TIMEPAD"	13
"3389"	"romania"	2004	"MEETUP"	4
"3390"	"romania"	2005	"MEETUP"	13
"3391"	"romania"	2006	"MEETUP"	18
"3392"	"romania"	2007	"BEHANCE"	10
"3393"	"romania"	2007	"MEETUP"	22
"3394"	"romania"	2008	"BEHANCE"	72
"3395"	"romania"	2008	"MEETUP"	16
"3396"	"romania"	2009	"BEHANCE"	135
"3397"	"romania"	2009	"MEETUP"	30
"3398"	"romania"	2009	"TED"	5
"3399"	"romania"	2010	"BEHANCE"	282
"3400"	"romania"	2010	"EFLUX"	2
"3401"	"romania"	2010	"MEETUP"	95
"3402"	"romania"	2010	"TED"	11
"3403"	"romania"	2011	"BEHANCE"	381
"3404"	"romania"	2011	"EFLUX"	3
"3405"	"romania"	2011	"MEETUP"	207
"3406"	"romania"	2011	"TED"	25
"3407"	"romania"	2012	"BEHANCE"	633
"3408"	"romania"	2012	"EFLUX"	3
"3409"	"romania"	2012	"MEETUP"	176
"3410"	"romania"	2012	"TED"	22
"3411"	"romania"	2013	"BEHANCE"	1106
"3412"	"romania"	2013	"EFLUX"	3
"3413"	"romania"	2013	"MEETUP"	283
"3414"	"romania"	2013	"TED"	25
"3415"	"romania"	2014	"BEHANCE"	1171
"3416"	"romania"	2014	"EFLUX"	2
"3417"	"romania"	2014	"MEETUP"	407
"3418"	"romania"	2014	"TED"	16
"3419"	"romania"	2015	"BEHANCE"	910
"3420"	"romania"	2015	"EFLUX"	4
"3421"	"romania"	2015	"MEETUP"	432
"3422"	"romania"	2015	"TED"	27
"3423"	"romania"	2016	"BEHANCE"	982
"3424"	"romania"	2016	"EFLUX"	3
"3425"	"romania"	2016	"MEETUP"	848
"3426"	"romania"	2016	"TED"	22
"3427"	"romania"	2017	"BEHANCE"	807
"3428"	"romania"	2017	"EFLUX"	3
"3429"	"romania"	2017	"MEETUP"	1036
"3430"	"romania"	2017	"TED"	26
"3431"	"romania"	2018	"BEHANCE"	606
"3432"	"romania"	2018	"EFLUX"	1
"3433"	"romania"	2018	"MEETUP"	1258
"3434"	"romania"	2018	"TED"	34
"3435"	"romania"	2019	"BEHANCE"	121
"3436"	"romania"	2019	"MEETUP"	227
"3437"	"romania"	2019	"TED"	13
"3438"	"russia"	2006	"THEORY_PRACTICE"	2
"3439"	"russia"	2007	"BEHANCE"	17
"3440"	"russia"	2007	"THEORY_PRACTICE"	1
"3441"	"russia"	2008	"BEHANCE"	428
"3442"	"russia"	2009	"BEHANCE"	1072
"3443"	"russia"	2009	"TED"	2
"3444"	"russia"	2009	"THEORY_PRACTICE"	2197
"3445"	"russia"	2010	"BEHANCE"	1622
"3446"	"russia"	2010	"EFLUX"	7
"3447"	"russia"	2010	"TED"	3
"3448"	"russia"	2010	"THEORY_PRACTICE"	5169
"3449"	"russia"	2010	"TIMEPAD"	2
"3450"	"russia"	2011	"ART_EDUCATION"	1
"3451"	"russia"	2011	"BEHANCE"	2212
"3452"	"russia"	2011	"EFLUX"	11
"3453"	"russia"	2011	"MEETUP"	21
"3454"	"russia"	2011	"TED"	31
"3455"	"russia"	2011	"THEORY_PRACTICE"	7207
"3456"	"russia"	2011	"TIMEPAD"	3698
"3457"	"russia"	2012	"ART_EDUCATION"	1
"3458"	"russia"	2012	"BEHANCE"	3828
"3459"	"russia"	2012	"EFLUX"	7
"3460"	"russia"	2012	"MEETUP"	84
"3461"	"russia"	2012	"TED"	37
"3462"	"russia"	2012	"THEORY_PRACTICE"	10600
"3463"	"russia"	2012	"TIMEPAD"	14320
"3464"	"russia"	2013	"ART_EDUCATION"	4
"3465"	"russia"	2013	"BEHANCE"	6606
"3466"	"russia"	2013	"EFLUX"	10
"3467"	"russia"	2013	"MEETUP"	199
"3468"	"russia"	2013	"TED"	18
"3469"	"russia"	2013	"THEORY_PRACTICE"	14258
"3470"	"russia"	2013	"TIMEPAD"	23415
"3471"	"russia"	2014	"ART_EDUCATION"	2
"3472"	"russia"	2014	"BEHANCE"	8137
"3473"	"russia"	2014	"EFLUX"	6
"3474"	"russia"	2014	"MEETUP"	318
"3475"	"russia"	2014	"MINCULT"	2
"3476"	"russia"	2014	"TED"	19
"3477"	"russia"	2014	"THEORY_PRACTICE"	1899
"3478"	"russia"	2014	"TIMEPAD"	39760
"3479"	"russia"	2015	"BEHANCE"	8360
"3480"	"russia"	2015	"EFLUX"	8
"3481"	"russia"	2015	"MEETUP"	476
"3482"	"russia"	2015	"MINCULT"	120
"3483"	"russia"	2015	"TED"	28
"3484"	"russia"	2015	"THEORY_PRACTICE"	111
"3485"	"russia"	2015	"TIMEPAD"	59192
"3486"	"russia"	2016	"BEHANCE"	10346
"3487"	"russia"	2016	"EFLUX"	6
"3488"	"russia"	2016	"MEETUP"	609
"3489"	"russia"	2016	"MINCULT"	19892
"3490"	"russia"	2016	"TED"	41
"3491"	"russia"	2016	"THEORY_PRACTICE"	7598
"3492"	"russia"	2016	"TIMEPAD"	82177
"3493"	"russia"	2017	"ART_EDUCATION"	1
"3494"	"russia"	2017	"BEHANCE"	10231
"3495"	"russia"	2017	"EFLUX"	6
"3496"	"russia"	2017	"MEETUP"	1000
"3497"	"russia"	2017	"MINCULT"	34771
"3498"	"russia"	2017	"TED"	39
"3499"	"russia"	2017	"THEORY_PRACTICE"	8819
"3500"	"russia"	2017	"TIMEPAD"	120513
"3501"	"russia"	2018	"ART_EDUCATION"	2
"3502"	"russia"	2018	"BEHANCE"	10252
"3503"	"russia"	2018	"EFLUX"	2
"3504"	"russia"	2018	"MEETUP"	1635
"3505"	"russia"	2018	"MINCULT"	25183
"3506"	"russia"	2018	"TED"	44
"3507"	"russia"	2018	"THEORY_PRACTICE"	10213
"3508"	"russia"	2018	"TIMEPAD"	135275
"3509"	"russia"	2019	"BEHANCE"	1752
